model,embedding_model,train_mse,train_rmse,train_mae,train_r2,train_spearman,train_spearman_pval,train_pearson,train_pearson_pval,val_mse,val_rmse,val_mae,val_r2,val_spearman,val_spearman_pval,val_pearson,val_pearson_pval,test_mse,test_rmse,test_mae,test_r2,test_spearman,test_spearman_pval,test_pearson,test_pearson_pval
Vector Regression,esm2-650M,0.3634083395631909,0.6028335919332888,0.4184515983144384,0.9193225970874109,0.9546998995245111,0.0,0.9590653525152052,0.0,1.1808002481420523,1.0866463307544236,0.7852467627489635,0.717272828248715,0.848437648396214,3.03886341272929e-171,0.851189582132871,1.7533461024660006e-173,1.0598352670178823,1.029483009581937,0.731564408258153,0.7776345221724184,0.8588810260753816,0.0,0.8834147038947404,0.0
Vector Regression,esm2-3B,0.5111369903847003,0.7149384521654296,0.5176809727345872,0.8865265311017329,0.9381992995869313,0.0,0.9427069465011539,0.0,1.266976402810626,1.1256004632242411,0.816824240365615,0.6966390754017084,0.8340914025274608,2.975526306062963e-160,0.8370441509363732,1.9922252833099555e-162,1.130796226494231,1.063389028763336,0.7701001463803157,0.7627461068194731,0.8514355433965052,0.0,0.8739773491007792,0.0
Vector Regression,ginkgo-AA0-650M,0.48281334227989137,0.6948477115741919,0.49675788859273506,0.8928144395543915,0.9401876229918537,0.0,0.9450539558351472,0.0,1.1286861631305511,1.062396424660094,0.7672628992130995,0.7297508641289507,0.8603955058421218,2.581507624966739e-181,0.8579114460827582,3.7968825830743035e-179,0.9765620485246118,0.9882115403721067,0.7145017363686462,0.7951061893236723,0.8729371386419296,0.0,0.8925755842464828,0.0
